Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie,Unité
0.0,EN_commissioning,BOOL,"Mémento mise en serv.: pour mise serv., sur 1; après mise serv., mettre sur 0 Sans fonction",%DB100.DBX0.0,Sans fonction,Télésignal,
0.1,EN_power_reduction,BOOL,Validation: réduction de la puissance Sans fonction,%DB100.DBX0.1,Sans fonction,Télésignal,
0.2,_00_EN_no_bus_chassis,BOOL,Validation du bus superstructure lorsqu’i l n’y a pas de châssis Groupe électrogène diesel,%DB100.DBX0.2,Groupe électrogène diesel,Télésignal,
2.0,_11_Cont_set_X1,REAL,Nœud d’interpolation valeur de consigne: valeur X Méc. levage 1 / Méc. retenue,%DB100.DBD2,Méc. levage 1 / Méc. retenue,Téléréglage,
6.0,_11_Cont_set_Y1,REAL,Nœud d’interpolation valeur de consigne: valeur Y Méc. levage 1 / Méc. retenue,%DB100.DBD6,Méc. levage 1 / Méc. retenue,Téléréglage,
10.0,_11_Gear_impuls,REAL,Impulsion transmise au réducteur en % Méc. levage 1 / Méc. retenue,%DB100.DBD10,Méc. levage 1 / Méc. retenue,Télémesure,%
14.0,_11_Gear_impuls_time,S5TIME,Temps de commutation impulsion transmise au réducteur Méc. levage 1 / Méc. retenue,,Méc. levage 1 / Méc. retenue,,s
16.0,_11_Start_puls_X_fast,REAL,Impulsion de démarrage: vitesse rapide en % Méc. levage 1 / Méc. retenue,%DB100.DBD16,Méc. levage 1 / Méc. retenue,Télémesure,%
20.0,_11_Start_puls_X_slow,REAL,Impulsion de démarrage: vitesse lent en % Méc. levage 1 / Méc. retenue,%DB100.DBD20,Méc. levage 1 / Méc. retenue,Télémesure,%
24.0,_11_Reduce_MUL1,REAL,Réduction valeur de consigne nombre de tours en % pour trois mouvements Méc. levage 1 / Méc. retenue,%DB100.DBD24,Méc. levage 1 / Méc. retenue,Téléréglage,%
28.0,_11_Reduce_MUL2,REAL,Réduction valeur de consigne pour le régime en % pour deux mouvements Méc. levage 1 / Méc. retenue,%DB100.DBD28,Méc. levage 1 / Méc. retenue,Téléréglage,%
32.0,_11_pre_limit_speed,REAL,Vitesse du pré-fin de course du mécanisme de levage Méc. levage 1 / Méc. retenue,%DB100.DBD32,Méc. levage 1 / Méc. retenue,Télémesure,m/s
36.0,_11_inch_POS,REAL,Consigne positive de marche par à-coups Méc. levage 1 / Méc. retenue,%DB100.DBD36,Méc. levage 1 / Méc. retenue,Téléréglage,
40.0,_11_inch_NEG,REAL,Consigne de marche par à-coups négative Méc. levage 1 / Méc. retenue,%DB100.DBD40,Méc. levage 1 / Méc. retenue,Téléréglage,
44.0,_11_EN_inc_set_fast_gear,BOOL,Validation augmentation val. de consigne descente pour vitesse rapide Méc. levage 1 / Méc. retenue,%DB100.DBX44.0,Méc. levage 1 / Méc. retenue,Téléréglage,
44.1,_11_EN_inc_set_slow_gear,BOOL,Validation augmentation valeur de consign e descente vitesse lente Méc. levage 1 / Méc. retenue,%DB100.DBX44.1,Méc. levage 1 / Méc. retenue,Télésignal,
44.2,_11_EN_hatch_scrap_out,BOOL,Validation: gratter la cale avec la benne Méc. levage 1 / Méc. retenue,%DB100.DBX44.2,Méc. levage 1 / Méc. retenue,Télésignal,
44.3,_11_Res1,BOOL,Méc. levage 1 / Méc. retenue 1,%DB100.DBX44.3,Méc. levage 1 / Méc. retenue,Télésignal,
44.4,_11_Res2,BOOL,Méc. levage 1 / Méc. retenue 2,%DB100.DBX44.4,Méc. levage 1 / Méc. retenue,Télésignal,
44.5,_11_Res3,BOOL,Méc. levage 1 / Méc. retenue 3,%DB100.DBX44.5,Méc. levage 1 / Méc. retenue,Télésignal,
44.6,_11_Res4,BOOL,Méc. levage 1 / Méc. retenue 4,%DB100.DBX44.6,Méc. levage 1 / Méc. retenue,Télésignal,
44.7,_11_Res5,BOOL,Méc. levage 1 / Méc. retenue 5,%DB100.DBX44.7,Méc. levage 1 / Méc. retenue,Télésignal,
45.0,_11_SET_S_actual_0,BOOL,Mettre hauteur de levage en position zéro Méc. levage 1 / Méc. retenue,%DB100.DBX45.0,Méc. levage 1 / Méc. retenue,Télésignal,
46.0,_11_Target_V_min,REAL,Réduction de la vitesse de levage lors de l’accès du point cible Méc. levage 1 / Méc. retenue,%DB100.DBD46,Méc. levage 1 / Méc. retenue,Télémesure,min
50.0,_11_Reduce_open_grab,REAL,Réduction en % val csg du nbre de tours lors de ouverture benne Méc. levage 1 / Méc. retenue,%DB100.DBD50,Méc. levage 1 / Méc. retenue,Télémesure,%
54.0,_11_Load_limit_h_on,REAL,Valeur limite de la charge pour réduction %: MARCHE Méc. levage 1 / Méc. retenue,%DB100.DBD54,Méc. levage 1 / Méc. retenue,Télémesure,h
58.0,_11_Load_limit_l_off,REAL,Valeur limite de la charge pour réduction %: ARRET Méc. levage 1 / Méc. retenue,%DB100.DBD58,Méc. levage 1 / Méc. retenue,Télémesure,%
62.0,_12_Cont_set_X1,REAL,Nœud d’interpolation valeur de consigne: valeur X Méc. levage 2 / Méc. fermeture,%DB100.DBD62,Méc. levage 2 / Méc. fermeture,Téléréglage,
66.0,_12_Cont_set_Y1,REAL,Nœud d’interpolation valeur de consigne: valeur Y Méc. levage 2 / Méc. fermeture,%DB100.DBD66,Méc. levage 2 / Méc. fermeture,Téléréglage,
70.0,_12_Grab_set_LI,REAL,Valeur limite charge: vitesse maxi du moteur de la benne ouvert Méc. levage 2 / Méc. fermeture,%DB100.DBD70,Méc. levage 2 / Méc. fermeture,Télémesure,m/s
74.0,_12_Grab_set_HY,REAL,Hystérésis: vitesse maxi du moteur de la benne ouverte Méc. levage 2 / Méc. fermeture,%DB100.DBD74,Méc. levage 2 / Méc. fermeture,Télémesure,m/s
78.0,_12_Res1,REAL,Méc. levage 2 / Méc. fermeture 1,%DB100.DBD78,Méc. levage 2 / Méc. fermeture,Télémesure,
82.0,_12_Res2,REAL,Méc. levage 2 / Méc. fermeture 2,%DB100.DBD82,Méc. levage 2 / Méc. fermeture,Télémesure,
86.0,_12_Res3,REAL,Méc. levage 2 / Méc. fermeture 3,%DB100.DBD86,Méc. levage 2 / Méc. fermeture,Télémesure,
90.0,_21_Cont_set_X1,REAL,Nœud d’interpolation valeur de consigne: valeur X Mécanisme d'orientation,%DB100.DBD90,Mécanisme d'orientation,Téléréglage,°
94.0,_21_Cont_set_Y1,REAL,Nœud d’interpolation valeur de consigne: valeur Y Mécanisme d'orientation,%DB100.DBD94,Mécanisme d'orientation,Téléréglage,°
98.0,_21_Setp_inc_R,REAL,Valeur cons. fixe pour actionnement par à -coups: superstr. orientation à droite Mécanisme d'orientation,%DB100.DBD98,Mécanisme d'orientation,Téléréglage,°
102.0,_21_Setp_inc_L,REAL,Valeur cons. fixe pour actionnement par à -coups: superstr. orientation à gauche Mécanisme d'orientation,%DB100.DBD102,Mécanisme d'orientation,Téléréglage,°
106.0,_21_Res1,REAL,Mécanisme d'orientation 1,%DB100.DBD106,Mécanisme d'orientation,Télémesure,°
110.0,_21_Res2,REAL,Mécanisme d'orientation 2,%DB100.DBD110,Mécanisme d'orientation,Télémesure,°
114.0,_21_Res3,REAL,Mécanisme d'orientation 3,%DB100.DBD114,Mécanisme d'orientation,Télémesure,°
118.0,_31_Cont_set_X1,REAL,Nœud d’interpolation valeur de consigne: valeur XP DWON Méc. variation de volée hydraul.,%DB100.DBD118,Méc. variation de volée hydraul.,Téléréglage,
122.0,_31_Cont_set_Y1,REAL,Nœud d’interpolation valeur de consigne: valeur Y w C mw Méc. variation de volée hydraul.,%DB100.DBD122,Méc. variation de volée hydraul.,Téléréglage,
126.0,_31_Pre_LS_value_POS,REAL,Valeur de consigne fixe du pré-fin w de course pour relevage de la flèche Méc. variation de volée hydraul.,%DB100.DBD126,Méc. variation de volée hydraul.,Téléréglage,m
130.0,_31_Pre_LS_value_NEG,REAL,Valeur de consigne fixe du pré-fin de course pour abaissement de la flèche Méc. variation de volée hydraul.,%DB100.DBD130,Méc. variation de volée hydraul.,Téléréglage,m
134.0,_31_sV_act_LI,REAL,Valeur-limite signal 0: soupape proportio nnelle du méc. de volée Méc. variation de volée hydraul.,%DB100.DBD134,Méc. variation de volée hydraul.,Télémesure,
138.0,_31_Cont_mon_LI,REAL,Valeur limite écart consigne-mesure soupa pe proportionnelle du méc. de volée Méc. variation de volée hydraul.,%DB100.DBD138,Méc. variation de volée hydraul.,Téléréglage,
142.0,_31_Res1,REAL,Méc. variation de volée hydraul. 1,%DB100.DBD142,Méc. variation de volée hydraul.,Télémesure,
146.0,_31_Res2,REAL,Méc. variation de volée hydraul. 2,%DB100.DBD146,Méc. variation de volée hydraul.,Télémesure,
150.0,_31_Res3,REAL,Méc. variation de volée hydraul. 3,%DB100.DBD150,Méc. variation de volée hydraul.,Télémesure,
154.0,_04_EN_I_97_P_S601,BOOL,Validation première mise en service Pompe hydraulique principale Pompes et compresseurs,%DB100.DBX154.0,Pompes et compresseurs,Télésignal,
156.0,_04_res,WORD,Pompes et compresseurs,%DB100.DBW156,Pompes et compresseurs,Télémesure,
158.0,_04_X1_MIN_POS,REAL,Valeurs cons. pompe hydr: variation de volée rapide/ mise en équipement = YMINP Pompes et compresseurs,%DB100.DBD158,Pompes et compresseurs,Télémesure,min
162.0,_04_X1_MAX_POS,REAL,Valeurs cons. pompe hydr: variation de volée rapide/ mise en équipement = YMAXP Pompes et compresseurs,%DB100.DBD162,Pompes et compresseurs,Télémesure,
166.0,_04_X1_MIN_NEG,REAL,Valeurs cons. pompe hydr: variation de volée rapide/ mise en équipement = YMINN Pompes et compresseurs,%DB100.DBD166,Pompes et compresseurs,Télémesure,min
170.0,_04_X1_MAX_NEG,REAL,Valeurs cons. pompe hydr: variation de volée rapide/ mise en équipement = YMAXN Pompes et compresseurs,%DB100.DBD170,Pompes et compresseurs,Télémesure,
174.0,_04_T1_UP_POS,REAL,Rampes pompe hydr.: variation de volée ra pide/ mise en équipement = TUP Pompes et compresseurs,%DB100.DBD174,Pompes et compresseurs,Télémesure,
178.0,_04_T1_DOWN_POS,REAL,Rampes pompe hydr.: variation de volée ra pide/ mise en équipement = TDP Pompes et compresseurs,%DB100.DBD178,Pompes et compresseurs,Télémesure,
182.0,_04_T1_UP_NEG,REAL,Rampes pompe hydr.: variation de volée ra pide/ mise en équipement = TUN Pompes et compresseurs,%DB100.DBD182,Pompes et compresseurs,Télémesure,
186.0,_04_T1_DOWN_NEG,REAL,Rampes pompe hydr.: variation de volée ra pide/ mise en équipement = TDN Pompes et compresseurs,%DB100.DBD186,Pompes et compresseurs,Télémesure,
190.0,_31_X1_MIN_POS,REAL,Valeurs cons. soupape d'étranglement: var iation de volée rapide: YMINP Méc. variation de volée hydraul.,%DB100.DBD190,Méc. variation de volée hydraul.,Télémesure,min
194.0,_31_X1_MAX_POS,REAL,Valeurs cons. soupape d'étranglement: var iation de volée rapide: YMAXP Méc. variation de volée hydraul.,%DB100.DBD194,Méc. variation de volée hydraul.,Télémesure,
198.0,_31_X1_MIN_NEG,REAL,Valeurs cons. soupape d'étranglement: var iation de volée rapide: YMINN Méc. variation de volée hydraul.,%DB100.DBD198,Méc. variation de volée hydraul.,Télémesure,min
202.0,_31_X1_MAX_NEG,REAL,Valeurs cons. soupape d'étranglement: var iation de volée rapide: YMAXN Méc. variation de volée hydraul.,%DB100.DBD202,Méc. variation de volée hydraul.,Télémesure,
206.0,_31_T1_UP_POS,REAL,Rampes soupape d'étranglement: variation de volée rapide: TUP Méc. variation de volée hydraul.,%DB100.DBD206,Méc. variation de volée hydraul.,Télémesure,
210.0,_31_T1_DOWN_POS,REAL,Rampes soupape d'étranglement: variation de volée rapide: TDP Méc. variation de volée hydraul.,%DB100.DBD210,Méc. variation de volée hydraul.,Télémesure,
214.0,_31_T1_UP_NEG,REAL,Rampes soupape d'étranglement: variation de volée rapide: TUN Méc. variation de volée hydraul.,%DB100.DBD214,Méc. variation de volée hydraul.,Télémesure,
218.0,_31_T1_DOWN_NEG,REAL,Rampes soupape d'étranglement: variation de volée rapide: TDN Méc. variation de volée hydraul.,%DB100.DBD218,Méc. variation de volée hydraul.,Télémesure,
222.0,_04_X2_MIN_POS,REAL,Valeurs cons. pompe hydr: variation de volée lente: YMINP Pompes et compresseurs,%DB100.DBD222,Pompes et compresseurs,Télémesure,min
226.0,_04_X2_MAX_POS,REAL,Valeurs cons. pompe hydr: variation de volée lente: YMAXP Pompes et compresseurs,%DB100.DBD226,Pompes et compresseurs,Télémesure,
230.0,_04_X2_MIN_NEG,REAL,Valeurs cons. pompe hydr: variation de volée lente: YMINN Pompes et compresseurs,%DB100.DBD230,Pompes et compresseurs,Télémesure,min
234.0,_04_X2_MAX_NEG,REAL,Valeurs cons. pompe hydr: variation de volée lente: YMAXN Pompes et compresseurs,%DB100.DBD234,Pompes et compresseurs,Télémesure,
238.0,_04_T2_UP_POS,REAL,Rampes pompe hydr.: variation de volée le nte: TUP Pompes et compresseurs,%DB100.DBD238,Pompes et compresseurs,Télémesure,
242.0,_04_T2_DOWN_POS,REAL,Rampes pompe hydr.: variation de volée le nte: TDP Pompes et compresseurs,%DB100.DBD242,Pompes et compresseurs,Télémesure,
246.0,_04_T2_UP_NEG,REAL,Rampes pompe hydr.: variation de volée le nte: TUN Pompes et compresseurs,%DB100.DBD246,Pompes et compresseurs,Télémesure,
250.0,_04_T2_DOWN_NEG,REAL,Rampes pompe hydr.: variation de volée le nte: TDN Pompes et compresseurs,%DB100.DBD250,Pompes et compresseurs,Télémesure,
254.0,_31_X2_MIN_POS,REAL,Valeurs cons. soupape d'étranglement: var iation de volée lente: YMINP Méc. variation de volée hydraul.,%DB100.DBD254,Méc. variation de volée hydraul.,Télémesure,min
258.0,_31_X2_MAX_POS,REAL,Valeurs cons. soupape d'étranglement: var iation de volée lente: YMAXP Méc. variation de volée hydraul.,%DB100.DBD258,Méc. variation de volée hydraul.,Télémesure,
262.0,_31_X2_MIN_NEG,REAL,Valeurs cons. soupape d'étranglement: var iation de volée lente: YMINN Méc. variation de volée hydraul.,%DB100.DBD262,Méc. variation de volée hydraul.,Télémesure,min
266.0,_31_X2_MAX_NEG,REAL,Valeurs cons. soupape d'étranglement: var iation de volée lente: YMAXN Méc. variation de volée hydraul.,%DB100.DBD266,Méc. variation de volée hydraul.,Télémesure,
270.0,_31_T2_UP_POS,REAL,Rampes soupape d'étranglement cyl. de vol ée: variation de volée lente: TUP Méc. variation de volée hydraul.,%DB100.DBD270,Méc. variation de volée hydraul.,Télémesure,
274.0,_31_T2_DOWN_POS,REAL,Rampes soupape d'étranglement cyl. de vol ée: variation de volée lente: TDP Méc. variation de volée hydraul.,%DB100.DBD274,Méc. variation de volée hydraul.,Télémesure,
278.0,_31_T2_UP_NEG,REAL,Rampes soupape d'étranglement cyl. de vol ée: variation de volée lente: TUN Méc. variation de volée hydraul.,%DB100.DBD278,Méc. variation de volée hydraul.,Télémesure,
282.0,_31_T2_DOWN_NEG,REAL,Rampes soupape d'étranglement cyl. de vol ée: variation de volée lente: TDN Méc. variation de volée hydraul.,%DB100.DBD282,Méc. variation de volée hydraul.,Télémesure,
286.0,_31_Res5,REAL,Méc. variation de volée hydraul. 4,%DB100.DBD286,Méc. variation de volée hydraul.,Télémesure,
290.0,_31_Res6,REAL,Méc. variation de volée hydraul. 5,%DB100.DBD290,Méc. variation de volée hydraul.,Télémesure,
294.0,_31_Res7,REAL,Méc. variation de volée hydraul. 6,%DB100.DBD294,Méc. variation de volée hydraul.,Télémesure,
298.0,_04_Mul_lower_boom,REAL,Facteur de multiplication: val. cons. pompe principale pour abaisser la flèche Pompes et compresseurs,%DB100.DBD298,Pompes et compresseurs,Télémesure,
302.0,_04_Mul_raise_boom,REAL,Facteur de multiplication: val. cons. pompe principale pour relever la flèche Pompes et compresseurs,%DB100.DBD302,Pompes et compresseurs,Télémesure,
306.0,_31_Set_low_boom_slow,REAL,Valeur consigne pompe principale réduite pour poser flèche au sol Méc. variation de volée hydraul.,%DB100.DBD306,Méc. variation de volée hydraul.,Téléréglage,
310.0,_31_X3_MIN_POS,REAL,Valeurs cons. soupape d'étranglement cyl. de volée: mise en équipement: YMINP P DWON Méc. variation de volée hydraul.,%DB100.DBD310,Méc. variation de volée hydraul.,Télémesure,min
314.0,_31_X3_MAX_POS,REAL,Valeurs cons. soupape d'étranglement cyl. de volée: mise en équipement: w YMAXP C mw Méc. variation de volée hydraul.,%DB100.DBD314,Méc. variation de volée hydraul.,Télémesure,
318.0,_31_X3_MIN_NEG,REAL,Valeurs cons. soupape d'étranglement w cyl. de volée: mise en équipement: YMINN Méc. variation de volée hydraul.,%DB100.DBD318,Méc. variation de volée hydraul.,Télémesure,min
322.0,_31_X3_MAX_NEG,REAL,Valeurs cons. soupape d'étranglement cyl. de volée: mise en équipement: YMAXN Méc. variation de volée hydraul.,%DB100.DBD322,Méc. variation de volée hydraul.,Télémesure,
326.0,_31_T3_UP_POS,REAL,Rampes soupape d'étranglement cyl. de vol ée: mise en équipement: TUP Méc. variation de volée hydraul.,%DB100.DBD326,Méc. variation de volée hydraul.,Télémesure,
330.0,_31_T3_DOWN_POS,REAL,Rampes soupape d'étranglement cyl. de vol ée: mise en équipement: TDP Méc. variation de volée hydraul.,%DB100.DBD330,Méc. variation de volée hydraul.,Télémesure,
334.0,_31_T3_UP_NEG,REAL,Rampes soupape d'étranglement cyl. de vol ée: mise en équipement: TUN Méc. variation de volée hydraul.,%DB100.DBD334,Méc. variation de volée hydraul.,Télémesure,
338.0,_31_T3_DOWN_NEG,REAL,Rampes soupape d'étranglement cyl. de vol ée: mise en équipement: TDN Méc. variation de volée hydraul.,%DB100.DBD338,Méc. variation de volée hydraul.,Télémesure,
342.0,_31_Res8,REAL,Méc. variation de volée hydraul. 7,%DB100.DBD342,Méc. variation de volée hydraul.,Télémesure,
346.0,_31_Res9,REAL,Méc. variation de volée hydraul. 8,%DB100.DBD346,Méc. variation de volée hydraul.,Télémesure,
350.0,_31_Res10,REAL,Méc. variation de volée hydraul. 9,%DB100.DBD350,Méc. variation de volée hydraul.,Télémesure,
354.0,_42_Travel_load_LI,REAL,Valeur limite validation translation: poids du spreader / de la benne Méc. translation méc.-hydraul.,%DB100.DBD354,Méc. translation méc.-hydraul.,Télémesure,t
358.0,_04_X3_MIN_POS,REAL,Valeurs cons. pompe hydr. pour méc. trans l.: YMINP Pompes et compresseurs,%DB100.DBD358,Pompes et compresseurs,Télémesure,min
362.0,_04_X3_MAX_POS,REAL,Valeurs cons. pompe hydr. pour méc. trans l.: YMAXP Pompes et compresseurs,%DB100.DBD362,Pompes et compresseurs,Télémesure,
366.0,_04_X3_MIN_NEG,REAL,Valeurs cons. pompe hydr. pour méc. trans l.: YMINN Pompes et compresseurs,%DB100.DBD366,Pompes et compresseurs,Télémesure,min
370.0,_04_X3_MAX_NEG,REAL,Valeurs cons. pompe hydr. pour méc. trans l.: YMAXN Pompes et compresseurs,%DB100.DBD370,Pompes et compresseurs,Télémesure,
374.0,_04_T3_UP_POS,REAL,Rampes pompe hydr. pour méc. transl.: TUP Pompes et compresseurs,%DB100.DBD374,Pompes et compresseurs,Télémesure,
378.0,_04_T3_DOWN_POS,REAL,Rampes pompe hydr. pour méc. transl.: TDP Pompes et compresseurs,%DB100.DBD378,Pompes et compresseurs,Télémesure,
382.0,_04_T3_UP_NEG,REAL,Rampes pompe hydr. pour méc. transl.: TUN Pompes et compresseurs,%DB100.DBD382,Pompes et compresseurs,Télémesure,
386.0,_04_T3_DOWN_NEG,REAL,Rampes pompe hydr. pour méc. transl.: TDN Pompes et compresseurs,%DB100.DBD386,Pompes et compresseurs,Télémesure,
390.0,_42_reduced_set,REAL,Valeur de consigne réduite . translation Méc. translation méc.-hydraul.,%DB100.DBD390,Méc. translation méc.-hydraul.,Téléréglage,
394.0,_42_V_perm_load_MIN,REAL,Méc.translation: vitesse dépendant de la charge d'essieu mini Méc. translation méc.-hydraul.,%DB100.DBD394,Méc. translation méc.-hydraul.,Télémesure,min
398.0,_42_V_perm_load_MED,REAL,Méc.translation: vitesse dépendant de la charge d'essieu moyenne Méc. translation méc.-hydraul.,%DB100.DBD398,Méc. translation méc.-hydraul.,Télémesure,m/s
402.0,_42_V_perm_load_MAX,REAL,Méc.translation: vitesse dépendant de la charge d'essieu maxi Méc. translation méc.-hydraul.,%DB100.DBD402,Méc. translation méc.-hydraul.,Télémesure,m/s
406.0,_42_X1_MIN_POS,REAL,"Valeurs de cons. pour la soupape de trans lation: ""YMINP"" Méc. translation méc.-hydraul.",%DB100.DBD406,Méc. translation méc.-hydraul.,Télémesure,min
410.0,_42_X1_MAX_POS,REAL,"Valeurs de cons. pour la soupape de trans lation: ""YMAXP"" Méc. translation méc.-hydraul.",%DB100.DBD410,Méc. translation méc.-hydraul.,Télémesure,
414.0,_42_X1_MIN_NEG,REAL,"Valeurs de cons. pour la soupape de trans lation: ""YMINN"" Méc. translation méc.-hydraul.",%DB100.DBD414,Méc. translation méc.-hydraul.,Télémesure,min
418.0,_42_X1_MAX_NEG,REAL,"Valeurs de cons. pour la soupape de trans lation: ""YMAXN"" Méc. translation méc.-hydraul.",%DB100.DBD418,Méc. translation méc.-hydraul.,Télémesure,
422.0,_42_T1_UP_POS,REAL,"Rampes pour la soupape de translation: ""T UP"" Méc. translation méc.-hydraul.",%DB100.DBD422,Méc. translation méc.-hydraul.,Télémesure,t
426.0,_42_T1_DOWN_POS,REAL,"Rampes pour la soupape de translation: ""T DP"" Méc. translation méc.-hydraul.",%DB100.DBD426,Méc. translation méc.-hydraul.,Télémesure,t
430.0,_42_T1_UP_NEG,REAL,"Rampes pour la soupape de translation: ""T UN"" Méc. translation méc.-hydraul.",%DB100.DBD430,Méc. translation méc.-hydraul.,Télémesure,t
434.0,_42_T1_DOWN_NEG,REAL,"Rampes pour la soupape de translation: ""T DN"" Méc. translation méc.-hydraul.",%DB100.DBD434,Méc. translation méc.-hydraul.,Télémesure,t
438.0,_42_X2_MIN_POS,REAL,"Valeurs de cons. pour la soupape de direc tion: ""YMINP"" Méc. translation méc.-hydraul.",%DB100.DBD438,Méc. translation méc.-hydraul.,Télémesure,min
442.0,_42_X2_MAX_POS,REAL,"Valeurs de cons. pour la soupape de direc tion: ""YMAXP"" Méc. translation méc.-hydraul.",%DB100.DBD442,Méc. translation méc.-hydraul.,Télémesure,
446.0,_42_X2_MIN_NEG,REAL,"Valeurs de cons. pour la soupape de direc tion: ""YMINN"" Méc. translation méc.-hydraul.",%DB100.DBD446,Méc. translation méc.-hydraul.,Télémesure,min
450.0,_42_X2_MAX_NEG,REAL,"Valeurs de cons. pour la soupape de direc tion: ""YMAXN"" Méc. translation méc.-hydraul.",%DB100.DBD450,Méc. translation méc.-hydraul.,Télémesure,
454.0,_42_T2_UP_POS,REAL,"Rampes pour la soupape de direction: ""TUP "" Méc. translation méc.-hydraul.",%DB100.DBD454,Méc. translation méc.-hydraul.,Télémesure,
458.0,_42_T2_DOWN_POS,REAL,"Rampes pour la soupape de direction: ""TDP "" Méc. translation méc.-hydraul.",%DB100.DBD458,Méc. translation méc.-hydraul.,Télémesure,
462.0,_42_T2_UP_NEG,REAL,"Rampes pour la soupape de direction: ""TUN "" Méc. translation méc.-hydraul.",%DB100.DBD462,Méc. translation méc.-hydraul.,Télémesure,
466.0,_42_T2_DOWN_NEG,REAL,"Rampes pour la soupape de direction: ""TDN "" Méc. translation méc.-hydraul.",%DB100.DBD466,Méc. translation méc.-hydraul.,Télémesure,
470.0,_42_Res4,REAL,Méc. translation méc.-hydraul. 1,%DB100.DBD470,Méc. translation méc.-hydraul.,Télémesure,
474.0,_42_Res5,REAL,Méc. translation méc.-hydraul. 2,%DB100.DBD474,Méc. translation méc.-hydraul.,Télémesure,
478.0,_42_Res6,REAL,Méc. translation méc.-hydraul. 3,%DB100.DBD478,Méc. translation méc.-hydraul.,Télémesure,
482.0,_04_brake_setpoint,REAL,Consigne fixe min. pour freinage pompe hy draulique principale Pompes et compresseurs,%DB100.DBD482,Pompes et compresseurs,Téléréglage,min
486.0,_42_X3_MIN_POS,REAL,"Valeurs de cons. pour la soupape de frein age: ""YMINP"" Méc. translation méc.-hydraul.",%DB100.DBD486,Méc. translation méc.-hydraul.,Télémesure,min
490.0,_42_X3_MAX_POS,REAL,"Valeurs de cons. pour la soupape de frein age: ""YMAXP"" Méc. translation méc.-hydraul.",%DB100.DBD490,Méc. translation méc.-hydraul.,Télémesure,
494.0,_42_X3_MIN_NEG,REAL,"Valeurs de cons. pour la soupape de frein age: ""YMINN"" Méc. translation méc.-hydraul.",%DB100.DBD494,Méc. translation méc.-hydraul.,Télémesure,min
498.0,_42_X3_MAX_NEG,REAL,"Valeurs de cons. pour la soupape de frein age: ""YMAXN"" Méc. translation méc.-hydraul.",%DB100.DBD498,Méc. translation méc.-hydraul.,Télémesure,
502.0,_42_T3_UP_POS,REAL,"Rampes pour la soupape de freinage: ""TUP"" Méc. translation méc.-hydraul.",%DB100.DBD502,Méc. translation méc.-hydraul.,Télémesure,
506.0,_42_T3_DOWN_POS,REAL,"Rampes pour la soupape de freinage: ""TDP"" Méc. translation méc.-hydraul.",%DB100.DBD506,Méc. translation méc.-hydraul.,Télémesure,
510.0,_42_T3_UP_NEG,REAL,"Rampes pour la soupape de freinage: ""TUN"" Méc. translation méc.-hydraul.",%DB100.DBD510,Méc. translation méc.-hydraul.,Télémesure,
514.0,_42_T3_DOWN_NEG,REAL,"Rampes pour la soupape de freinage: ""TDN"" Méc. translation méc.-hydraul.",%DB100.DBD514,Méc. translation méc.-hydraul.,Télémesure,
518.0,_42_Res7,REAL,Méc. translation méc.-hydraul. 4,%DB100.DBD518,Méc. translation méc.-hydraul.,Télémesure,
522.0,_42_Res8,REAL,Méc. translation méc.-hydraul. 5,%DB100.DBD522,Méc. translation méc.-hydraul.,Télémesure,
526.0,_42_Res9,REAL,Méc. translation méc.-hydraul. 6,%DB100.DBD526,Méc. translation méc.-hydraul.,Télémesure,
530.0,_51_spreaderload,REAL,Poids spreader P DWON Spreader,%DB100.DBD530,Spreader,Télémesure,t
534.0,_51_load_twinlift,REAL,Poids: spreader twinlift Spreader,%DB100.DBD534,Spreader,Télémesure,t
538.0,_51_spreaderload_special,REAL,Poids spreader spécial w C mw Spreader,%DB100.DBD538,Spreader,Télémesure,t
542.0,_51_spreader_land_LI,REAL,Poids: spreader en contact avec w le conten eur Spreader,%DB100.DBD542,Spreader,Télémesure,t
546.0,_51_Res1,REAL,Spreader,%DB100.DBD546,Spreader,Télémesure,
550.0,_51_load_pre_limit_LI_R,REAL,Valeur limite charge pour levage en mode spreader (ralenti. avant fin course) Spreader,%DB100.DBD550,Spreader,Télémesure,m
554.0,_54_Grab_land_LI,REAL,Valeur limite charge pour descente en mode benne (ralenti. avant fin course) Benne motorisée,%DB100.DBD554,Benne motorisée,Télémesure,m
558.0,_54_Res1,REAL,Benne motorisée 1,%DB100.DBD558,Benne motorisée,Télémesure,
562.0,_54_Res2,REAL,Benne motorisée 2,%DB100.DBD562,Benne motorisée,Télémesure,
566.0,_54_Res3,REAL,Benne motorisée 3,%DB100.DBD566,Benne motorisée,Télémesure,
570.0,_57_EN_Limit_demag,BOOL,Validation: valeur-limite de charge pour démagnétiser l’électroaimant Electro-aimant,%DB100.DBX570.0,Electro-aimant,Télésignal,
572.0,_57_LI_demag,REAL,Valeur limite de charge: démagnétisation Electro-aimant,%DB100.DBD572,Electro-aimant,Télémesure,t
576.0,_57_HY_demag,REAL,Hystérésis: valeur limite de charge pour démagnétiser l’électroaimant Electro-aimant,%DB100.DBD576,Electro-aimant,Télémesure,t
580.0,_57_LI_landed,REAL,Valeur limite de charge: électro-aimant posé Electro-aimant,%DB100.DBD580,Electro-aimant,Télémesure,t
